path,size_bytes,last_commit_date,ref_count,ref_locations,reason_guess
attic/TO_REMOVE_20250808/nextjs-app/node_modules/next/dist/compiled/next-server/server.runtime.prod.js.map,1199744,never,0,,cache
microsoft-promptwizard/docs/static/js/fontawesome.all.min.js,1194960,never,0,,legacy_dir
attic/TO_REMOVE_20250808/nextjs-app/node_modules/next/dist/compiled/react-dom-experimental/cjs/react-dom-client.development.js,1193732,never,0,,cache
attic/TO_REMOVE_20250808/venv/lib/python3.13/site-packages/fontTools/qu2cu/qu2cu.cpython-313-x86_64-linux-gnu.so,1188624,never,0,,unknown_orphan
attic/TO_REMOVE_20250808/microsoft-promptwizard/venv/lib/python3.12/site-packages/_cffi_backend.cpython-312-x86_64-linux-gnu.so,1114632,never,0,,legacy_dir
attic/TO_REMOVE_20250808/nextjs-app/node_modules/language-subtag-registry/data/json/registry.json,1111658,never,0,,cache
attic/TO_REMOVE_20250808/microsoft-promptwizard/venv/lib/python3.12/site-packages/yarl/_quoting_c.cpython-312-x86_64-linux-gnu.so,1092184,never,0,,legacy_dir
attic/TO_REMOVE_20250808/venv/lib/python3.13/site-packages/fontTools/cu2qu/cu2qu.cpython-313-x86_64-linux-gnu.so,1087608,never,0,,unknown_orphan
attic/TO_REMOVE_20250808/nextjs-app/venv/lib/python3.13/site-packages/yarl/_quoting_c.cpython-313-x86_64-linux-gnu.so,1076560,never,0,,unknown_orphan
attic/TO_REMOVE_20250808/microsoft-promptwizard/venv/lib/python3.12/site-packages/pyarrow/_dataset.cpython-312-x86_64-linux-gnu.so,1075816,never,0,,legacy_dir
